ID,State,Date,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response,New_Weather_Condition,New_Road_Condition,New_Driver_Age_Group
165831,Alabama,26/1/2024 1:00,Thursday,6:59:45,Stormy,Wet,0,Street,Crossroads,Rollover,Bicycle,Senior,4,1,59,1.89428703,4.339515461,938.857687,8.479913075,0.384445561,49,14.64438566,1,1,0
165832,Florida,23/1/2024 18:21,Wednesday,10:32:00,Stormy,Icy,0,Freeway,T-Junction,Cyclist involved,Bicycle,Young Adult,1,0,50,3.265460882,4.613018432,285.386107,9.958998828,0.213233627,56,11.49929608,1,1,1
165833,Kentucky,16/1/2024 1:46,Wednesday,13:12:34,Stormy,Muddy,1,Rural,Crossroads,Pedestrian involved,Bicycle,Teenager,4,0,30,6.257543004,3.947755566,287.7297396,6.8700004,0.999440468,20,10.91418462,1,1,1
165834,Montana,26/2/2024 3:27,Saturday,12:00:24,Sunny,Wet,1,Rural,Crossroads,Side collision,Bicycle,Teenager,1,3,48,9.650431088,4.568804154,900.8579516,5.052389897,0.413754818,50,17.86521197,0,1,1
165835,Maine,5/1/2024 16:53,Tuesday,6:39:07,Sunny,Wet,0,Rural,Roundabout,Head-on collision,Truck,Senior,5,2,39,4.760114608,6.126481824,465.1933256,NA,0.302073828,81,26.1285023,0,1,0
165836,Massachusetts,22/2/2024 14:51,Wednesday,6:08:21,Foggy,Dry,0,Rural,Overpass,Run-off-road,Motorcycle,Adult,4,0,55,6.595483344,4.098255513,754.9402329,NA,0.799118084,66,29.03112191,1,0,0
165837,Georgia,3/2/2024 5:36,Friday,18:46:20,Snowy,Dry,1,Rural,Intersection,Cyclist involved,Truck,Teenager,5,2,70,2.563037075,2.187370893,193.673069,3.7162352,0.261380095,83,24.01522853,1,0,1
165838,Delaware,15/2/2024 14:54,Monday,18:26:53,Rainy,Icy,1,Freeway,Overpass,Rollover,Pedestrian,Senior,4,1,42,2.678395092,3.819796006,151.395126,9.197470011,0.95473219,60,14.63100499,1,1,0
165839,Minnesota,9/2/2024 13:29,Saturday,13:20:05,Snowy,Snowy,0,Rural,T-Junction,Head-on collision,Motorcycle,Teenager,5,1,47,5.711545263,6.695689273,475.4230093,8.858405796,0.731778535,69,20.82086558,1,1,1
165840,Arizona,6/2/2024 5:40,Thursday,16:41:32,Sunny,Icy,1,Street,Crossroads,Rear-end collision,Bicycle,Teenager,4,0,42,6.507610893,7.102271178,610.3780893,6.31434021,0.505837047,9,17.7715757,0,1,1
165841,Ohio,8/2/2024 18:04,Monday,5:23:00,Snowy,Snowy,0,Rural,Crossroads,Pedestrian involved,Truck,Adult,2,3,61,0.695481999,0.55733972,285.4375246,3.896139888,0.564135634,93,16.26972198,1,1,0
165842,New Hampshire,23/2/2024 6:57,Saturday,18:03:22,Stormy,Icy,0,Urban,T-Junction,Run-off-road,Pedestrian,Adult,4,3,31,7.887388496,6.901267643,357.0208592,6.862969448,0.120689936,95,24.80682291,1,1,0
165843,Iowa,4/1/2024 4:23,Sunday,1:56:26,Snowy,Snowy,0,Street,Overpass,Run-off-road,Truck,Senior,5,3,52,9.045227473,3.875083257,616.1515613,8.707452356,0.180134663,23,16.07152844,1,1,0
165844,Alaska,22/2/2024 18:06,Sunday,21:39:57,Stormy,Snowy,0,Freeway,Roundabout,Rollover,Motorcycle,Adult,4,3,67,3.178487024,2.012399022,738.6152466,NA,0.884940203,49,19.70105559,1,1,0
165845,Nebraska,20/2/2024 11:04,Saturday,14:30:25,Foggy,Wet,0,Freeway,Intersection,Side collision,Pedestrian,Senior,4,3,63,6.338247965,0.47118678,279.8513056,4.645318879,0.893023516,47,10.39937483,1,1,0
165846,North Dakota,24/1/2024 6:56,Sunday,13:22:20,Rainy,Dry,1,Urban,Intersection,Run-off-road,Car,Senior,4,3,59,2.507498273,8.011960066,853.0388885,9.045141593,0.466023739,81,10.0963021,1,0,0
165847,Iowa,7/2/2024 4:02,Thursday,17:25:26,Foggy,Wet,0,Freeway,Roundabout,Cyclist involved,Truck,Young Adult,5,1,51,2.36145956,2.77481279,278.4788108,6.538503139,0.529479856,19,11.96815932,1,1,1
165848,Tennessee,12/2/2024 0:15,Tuesday,19:33:26,Foggy,Dry,0,Freeway,Crossroads,Rear-end collision,Pedestrian,Adult,5,3,45,2.279779096,5.356192276,282.3273888,4.838679996,0.297221418,35,29.88482928,1,0,0
165849,Rhode Island,14/2/2024 21:14,Thursday,1:24:32,Sunny,Icy,1,Highway,NA,Rear-end collision,Pedestrian,Adult,2,0,59,4.343910999,6.639744478,539.565396,7.471562227,0.18083746,72,24.5998875,0,1,0
165850,Missouri,23/1/2024 1:47,Sunday,15:47:32,Snowy,Dry,0,Rural,NA,Rear-end collision,Pedestrian,Adult,5,3,63,6.478620088,2.804349563,271.1551415,7.994175241,0.208477857,53,17.7715757,1,0,0
165851,Mississippi,10/1/2024 19:04,Friday,14:41:56,Stormy,Muddy,1,Rural,Overpass,Side collision,Bicycle,Senior,2,1,40,7.787049697,5.216286456,913.2519814,6.689948128,0.205169573,10,26.23295847,1,1,0
165852,Texas,16/2/2024 13:22,Saturday,1:43:39,Stormy,Icy,0,Street,Intersection,Rear-end collision,Pedestrian,Senior,2,2,66,2.564251899,2.738493285,935.9150537,5.149694526,0.227167268,52,28.68427176,1,1,0
165853,Georgia,25/2/2024 23:00,Tuesday,1:42:37,Sunny,Snowy,1,Highway,Roundabout,Pedestrian involved,Motorcycle,Teenager,5,1,42,9.798001062,6.92458783,501.2954376,6.328992182,0.475236608,7,17.7715757,0,1,1
165854,Tennessee,9/1/2024 12:32,Tuesday,8:45:56,Snowy,Icy,1,Freeway,Crossroads,Cyclist involved,Pedestrian,Young Adult,5,2,39,7.212612873,3.601219158,784.7767067,8.302279829,0.603785642,74,18.37823742,1,1,1
165855,Maine,1/1/2024 15:43,Tuesday,15:35:05,Foggy,Dry,1,Urban,Intersection,Head-on collision,Motorcycle,Teenager,5,3,45,1.903713533,2.97341856,100.3425877,9.677426689,0.33636549,47,14.45920523,1,0,1
165856,Vermont,16/2/2024 10:36,Friday,17:20:47,Snowy,Wet,1,Freeway,NA,Side collision,Bicycle,Adult,2,1,33,0.213139006,3.013555869,891.7992723,5.592736731,0.535394255,71,16.93039391,1,1,0
165857,New Jersey,10/1/2024 21:10,Tuesday,16:20:28,Rainy,Muddy,1,Highway,Roundabout,Rollover,Truck,Adult,5,2,68,2.604060798,3.242817496,945.3961602,9.077524951,0.61659752,49,15.90665785,1,1,0
165858,Virginia,24/1/2024 22:09,Thursday,12:41:36,Foggy,Muddy,1,Street,Underpass,Rollover,Bicycle,Senior,4,0,33,6.985103704,1.934392173,640.1685792,3.386180325,0.392276494,32,14.4488746,1,1,0
165859,Connecticut,25/2/2024 9:47,Friday,8:26:52,Snowy,Dry,1,Highway,Crossroads,Run-off-road,Motorcycle,Teenager,4,3,41,8.983728799,1.642305265,977.3604857,6.666000322,0.90696477,24,10.41750064,1,0,1
165860,Connecticut,22/2/2024 17:22,Wednesday,20:32:18,Rainy,Icy,0,Street,Roundabout,Cyclist involved,Truck,Adult,3,3,60,0.95916928,6.343480142,738.801006,6.108421561,0.268027701,85,13.54952569,1,1,0
165861,Oregon,21/1/2024 12:45,Saturday,1:34:58,Snowy,Icy,1,Highway,Overpass,Head-on collision,Car,Young Adult,4,3,52,2.012472408,1.355293127,220.1168542,7.453377331,0.544760595,72,21.96598513,1,1,1
165862,Missouri,4/1/2024 1:09,Wednesday,21:50:11,Snowy,Muddy,0,Urban,Crossroads,Rollover,Pedestrian,Teenager,1,3,61,7.872545859,5.167871624,239.6833828,8.739327784,0.292328046,6,26.16275505,1,1,1
165863,Colorado,11/1/2024 10:05,Monday,1:45:23,Snowy,Icy,0,Urban,Crossroads,Pedestrian involved,Car,Senior,1,3,50,5.641827985,6.803876425,684.4565981,8.546955789,0.373961302,49,6.89553377,1,1,0
165864,Kentucky,4/2/2024 22:55,Thursday,1:54:27,Snowy,Dry,1,Rural,Crossroads,Rear-end collision,Car,Teenager,5,3,49,4.918805638,8.374148959,747.4867432,7.102224643,0.147439332,34,18.11567599,1,0,1
165865,Wyoming,29/1/2024 0:10,Wednesday,8:26:54,Foggy,Snowy,0,Freeway,Crossroads,Head-on collision,Motorcycle,Adult,2,3,42,8.517319804,1.681408521,382.2955334,7.374214999,0.839934757,62,26.60870683,1,1,0
165866,South Carolina,20/1/2024 3:27,Saturday,5:00:34,Snowy,Dry,1,Rural,Intersection,Pedestrian involved,Pedestrian,Teenager,2,1,60,5.482273281,6.497195591,356.9660618,8.879249127,0.303668505,49,7.737982094,1,0,1
165867,Rhode Island,25/2/2024 22:04,Monday,2:33:41,Foggy,Dry,0,Street,NA,Cyclist involved,Motorcycle,Teenager,1,2,42,3.528828434,5.461657374,115.1996639,4.615854792,0.896391474,40,17.7715757,1,0,1
165868,Oklahoma,22/2/2024 16:57,Monday,1:11:44,Foggy,Dry,1,Street,Roundabout,Side collision,Pedestrian,Teenager,4,1,45,8.553442499,7.27634035,230.6205857,8.961229838,0.488887179,65,23.16331089,1,0,1
165869,Wyoming,3/2/2024 17:00,Sunday,5:02:53,Stormy,Icy,1,Highway,T-Junction,Rollover,Bicycle,Teenager,2,0,67,6.279944746,2.258264511,686.8469,7.485780498,0.600350001,38,5.667352093,1,1,1
165870,Alabama,21/2/2024 19:53,Wednesday,7:31:53,Rainy,Icy,1,Highway,T-Junction,Head-on collision,Pedestrian,Teenager,1,3,50,7.679588158,1.839575416,602.6066241,9.310504694,0.830842201,27,17.7715757,1,1,1
165871,North Carolina,20/2/2024 15:43,Sunday,2:01:12,Stormy,Icy,0,Street,Intersection,Cyclist involved,Truck,Young Adult,4,2,46,8.776817544,1.073369641,893.6060749,7.308635633,0.254641853,0,5.973963192,1,1,1
165872,Louisiana,7/2/2024 7:58,Friday,4:54:36,Foggy,Dry,0,Freeway,Crossroads,Rollover,Pedestrian,Teenager,3,0,62,2.387901648,6.872133628,312.4798272,8.070239606,0.937765082,18,19.79233228,1,0,1
165873,New Jersey,22/1/2024 19:20,Thursday,10:34:58,Stormy,Snowy,0,Freeway,Intersection,Rollover,Truck,Senior,3,0,38,3.29042391,7.339291825,452.7944596,3.173174831,0.771510898,9,29.83158982,1,1,0
165874,Florida,16/1/2024 5:00,Monday,6:25:50,Sunny,Dry,1,Urban,NA,Rollover,Bicycle,Senior,2,3,37,3.448818205,5.167352147,534.7997156,4.219531115,0.116606191,81,8.606826518,0,0,0
165875,Ohio,2/1/2024 8:28,Sunday,4:46:59,Rainy,Dry,0,Freeway,Overpass,Pedestrian involved,Bicycle,Senior,3,0,41,5.721695919,7.312896598,851.6221886,4.480004708,0.831575787,37,28.65783679,1,0,0
165876,Alaska,2/2/2024 23:34,Sunday,1:25:47,Snowy,Dry,0,Rural,Roundabout,Pedestrian involved,Bicycle,Senior,3,1,64,9.284299428,9.65016114,199.2673842,7.416786291,0.415302546,35,10.21676176,1,0,0
165877,Arkansas,13/2/2024 13:23,Thursday,10:43:31,Stormy,Muddy,0,Freeway,Roundabout,Cyclist involved,Bicycle,Teenager,3,1,57,7.082752706,7.796605121,886.5779626,8.571296686,0.146301208,83,25.18520356,1,1,1
165878,Iowa,28/1/2024 1:30,Sunday,8:34:40,Rainy,Snowy,0,Freeway,Intersection,Head-on collision,Truck,Senior,2,0,46,2.330287503,4.874011413,422.7924922,8.306365056,0.344398448,62,10.34929509,1,1,0
165879,Maine,10/2/2024 14:10,Friday,12:57:05,Stormy,Icy,0,Freeway,Overpass,Rollover,Bicycle,Adult,1,1,35,0.753899403,9.808309278,597.8720596,9.46497139,0.614867222,92,29.34615435,1,1,0
165880,Texas,8/2/2024 0:49,Tuesday,21:10:22,Rainy,Dry,1,Rural,Underpass,Head-on collision,Pedestrian,Young Adult,2,0,46,1.189868676,1.490197978,262.9184674,8.465999579,0.446109359,79,11.9832995,1,0,1
165881,Wisconsin,22/2/2024 8:00,Tuesday,15:30:40,Sunny,Icy,1,Freeway,NA,Rear-end collision,Pedestrian,Senior,4,3,58,0.745953565,6.575085909,431.4417257,9.605120999,0.918987684,49,6.791146853,0,1,0
165882,Illinois,20/1/2024 18:38,Monday,5:25:25,Rainy,Snowy,1,Street,Intersection,Cyclist involved,Car,Young Adult,1,0,50,1.258060565,6.150004747,277.4602411,4.670070668,0.259070607,99,24.50355501,1,1,1
165883,Missouri,6/1/2024 15:08,Tuesday,6:13:00,Snowy,Icy,0,Freeway,Intersection,Rollover,Truck,Young Adult,1,1,58,5.157809363,0.858097539,481.3332398,5.834103271,0.694353091,97,18.01826943,1,1,1
165884,Montana,11/1/2024 6:35,Thursday,11:27:31,Rainy,Icy,0,Urban,T-Junction,Cyclist involved,Pedestrian,Teenager,5,3,66,5.548051597,2.336528169,858.1791312,3.613945535,0.119746715,98,29.18852181,1,1,1
165885,North Carolina,3/2/2024 11:25,Wednesday,5:21:01,Snowy,Muddy,1,Street,Underpass,Rear-end collision,Car,Young Adult,5,1,41,4.556959299,3.40100799,303.5882177,8.098752293,0.21309342,3,18.21011241,1,1,1
165886,Oklahoma,4/1/2024 18:12,Thursday,4:02:27,Sunny,Icy,0,Freeway,Overpass,Head-on collision,Truck,Teenager,3,1,40,8.146369277,4.836873299,173.7644328,6.456505254,0.324329785,61,20.36210165,0,1,1
165887,Indiana,3/2/2024 14:11,Tuesday,7:24:21,Snowy,Wet,1,Rural,NA,Rear-end collision,Car,Senior,4,1,64,1.638072449,0.597168051,389.996893,8.104309985,0.737007746,82,11.02309835,1,1,0
165888,Nevada,13/2/2024 23:36,Wednesday,16:02:22,Stormy,Muddy,0,Highway,Intersection,Run-off-road,Truck,Young Adult,2,3,41,2.814458635,1.334565547,985.0451545,5.485273162,0.106017247,65,9.248063824,1,1,1
165889,Michigan,13/1/2024 22:54,Saturday,13:39:16,Rainy,Icy,1,Highway,Underpass,Cyclist involved,Truck,Adult,1,3,57,7.036960602,3.179996267,872.4766652,7.382610813,0.271466324,13,24.01613228,1,1,0
165890,Hawaii,24/1/2024 4:21,Monday,0:20:14,Stormy,Snowy,0,Urban,NA,Side collision,Bicycle,Adult,4,2,50,2.772705101,7.630475758,203.0074177,3.29389745,0.639997761,16,26.25779471,1,1,0
165891,Wisconsin,12/2/2024 12:43,Saturday,22:49:20,Stormy,Wet,0,Rural,Roundabout,Head-on collision,Car,Young Adult,1,0,30,9.713430636,2.977348951,643.5385179,6.600080134,0.167824701,65,7.456472091,1,1,1
165892,South Dakota,1/2/2024 2:03,Sunday,4:24:14,Snowy,Dry,1,Rural,Underpass,Run-off-road,Bicycle,Teenager,2,0,31,3.575517955,6.621544979,957.5765377,7.199756372,0.851899913,29,9.439004299,1,0,1
165893,Missouri,25/1/2024 11:29,Thursday,10:22:35,Snowy,Muddy,0,Freeway,Intersection,Side collision,Truck,Adult,4,1,33,3.958247672,1.915928848,844.7570736,5.957406588,0.481952117,21,18.91000255,1,1,0
165894,Utah,2/1/2024 6:40,Thursday,12:18:55,Stormy,Icy,1,Highway,NA,Side collision,Truck,Senior,5,1,66,3.463913106,7.096915876,325.4668603,8.462802381,0.636929307,82,29.45248835,1,1,0
165895,Alabama,7/2/2024 20:39,Monday,20:28:28,Stormy,Wet,0,Highway,Overpass,Cyclist involved,Motorcycle,Adult,3,1,40,4.076131934,0.411572186,822.9736561,8.782301606,0.306228624,91,26.39659176,1,1,0
165896,Maryland,24/1/2024 3:49,Tuesday,4:24:43,Stormy,Wet,0,Urban,T-Junction,Cyclist involved,Car,Adult,2,2,53,5.59248983,0.877781966,470.1910463,8.522196524,0.690130538,69,20.9154302,1,1,0
165897,Kansas,18/1/2024 0:36,Thursday,14:47:28,Rainy,Icy,0,Highway,Underpass,Rollover,Bicycle,Young Adult,1,3,30,4.803488383,8.59673289,292.0331943,9.594176359,0.338526693,15,11.49517921,1,1,1
165898,Washington,9/1/2024 14:10,Saturday,22:52:26,Stormy,Dry,1,Rural,Roundabout,Cyclist involved,Car,Senior,5,0,50,0.410071806,7.363835847,303.0023232,3.82358423,0.185944933,24,6.263128811,1,0,0
165899,South Carolina,17/1/2024 22:26,Thursday,13:22:02,Stormy,Dry,0,Rural,Roundabout,Side collision,Truck,Senior,2,0,64,2.445801738,3.969966943,828.8627191,7.076242489,0.736257218,1,18.43107132,1,0,0
165900,Oregon,24/1/2024 6:08,Thursday,18:54:44,Snowy,Icy,1,Highway,Roundabout,Side collision,Motorcycle,Senior,5,3,47,5.027527697,5.781093238,178.946077,9.261721176,0.272876689,93,18.96829045,1,1,0
165901,Rhode Island,24/1/2024 13:32,Thursday,3:40:39,Foggy,Snowy,1,Highway,Roundabout,Side collision,Truck,Adult,1,3,35,0.585286948,2.377600068,923.7101045,3.238841537,0.26467599,49,5.516824983,1,1,0
165902,Tennessee,3/2/2024 18:54,Tuesday,4:14:25,Snowy,Snowy,0,Rural,NA,Cyclist involved,Bicycle,Adult,5,2,31,9.807155113,4.964410087,332.6461934,9.322678194,0.858819855,12,10.87527458,1,1,0
165903,Nebraska,24/2/2024 1:58,Friday,11:46:40,Sunny,Muddy,0,Street,T-Junction,Run-off-road,Car,Young Adult,4,1,53,0.162205534,7.769765188,549.444683,6.749058571,0.749417006,49,17.7715757,0,1,1
165904,Texas,24/1/2024 16:38,Wednesday,3:23:16,Sunny,Muddy,1,Rural,Overpass,Pedestrian involved,Bicycle,Young Adult,4,3,50,2.528128821,9.403276011,231.7057779,5.563460146,0.630241363,67,17.60196877,0,1,1
165905,Missouri,26/2/2024 0:18,Sunday,6:34:22,Sunny,Snowy,1,Street,Intersection,Run-off-road,Truck,Senior,5,3,43,2.499997741,3.411179995,286.5746409,NA,0.967178963,21,20.1786115,0,1,0
165906,North Carolina,11/2/2024 5:29,Wednesday,14:06:30,Foggy,Snowy,1,Rural,Intersection,Rear-end collision,Bicycle,Young Adult,5,3,57,5.471134871,9.144240737,297.7888726,9.995028357,0.408631703,49,9.666472662,1,1,1
165907,Michigan,28/1/2024 16:17,Saturday,12:30:29,Sunny,Icy,1,Highway,Overpass,Cyclist involved,Car,Senior,4,1,50,6.227855646,7.564510733,196.17368,3.650287333,0.718064718,76,13.12226002,0,1,0
165908,Connecticut,11/2/2024 20:40,Monday,22:33:03,Snowy,Snowy,1,Freeway,Crossroads,Side collision,Pedestrian,Adult,5,0,65,6.676591352,2.296994092,632.7315664,5.21661926,0.481090416,49,13.90021203,1,1,0
165909,Washington,18/2/2024 18:53,Wednesday,21:13:35,Stormy,Icy,1,Rural,Roundabout,Head-on collision,Truck,Senior,1,0,65,9.889019744,5.626284147,481.7791569,4.350053548,0.672397603,96,17.7715757,1,1,0
165910,Virginia,9/1/2024 7:02,Tuesday,3:28:09,Rainy,Wet,0,Rural,Intersection,Rollover,Bicycle,Senior,2,3,52,0.322918287,6.576911648,689.7074056,8.77459207,0.163543633,41,21.77709603,1,1,0
165911,Illinois,26/2/2024 17:38,Tuesday,14:37:19,Rainy,Wet,0,Street,NA,Cyclist involved,Pedestrian,Young Adult,3,2,32,4.838544117,2.083492497,262.785055,7.054069123,0.71763471,1,6.890954253,1,1,1
165912,Kentucky,4/2/2024 2:45,Friday,0:03:48,Rainy,Muddy,0,Rural,Overpass,Head-on collision,Car,Senior,1,2,69,8.736588103,1.522121463,481.000975,8.71380414,0.986783758,17,14.49595766,1,1,0
165913,Kansas,28/2/2024 8:28,Tuesday,12:46:03,Rainy,Wet,0,Street,Roundabout,Side collision,Pedestrian,Teenager,2,2,42,9.276154411,5.625290079,805.4632916,4.337843491,0.997652674,8,21.13551176,1,1,1
165914,Wisconsin,16/2/2024 7:12,Thursday,21:24:45,Snowy,Snowy,0,Freeway,Crossroads,Head-on collision,Car,Young Adult,3,0,50,2.620087119,5.339443485,388.1186078,5.70352605,0.252833919,100,23.7618447,1,1,1
165915,West Virginia,25/2/2024 22:10,Tuesday,16:21:04,Sunny,Snowy,0,Highway,Crossroads,Side collision,Truck,Teenager,2,2,66,1.366440739,9.998112531,733.9162225,9.404867048,0.661019857,69,27.76715795,0,1,1
165916,Illinois,28/1/2024 22:33,Monday,16:43:01,Rainy,Muddy,1,Highway,NA,Side collision,Truck,Senior,1,2,36,9.96887975,5.565683956,946.6858432,NA,0.213021453,49,12.75609815,1,1,0
165917,Maine,16/1/2024 13:55,Sunday,19:03:03,Foggy,Wet,1,Highway,Underpass,Pedestrian involved,Pedestrian,Senior,3,1,69,7.184223342,9.253506724,224.5455962,8.23760162,0.241386008,8,17.7715757,1,1,0
165918,Kansas,6/1/2024 0:07,Sunday,15:46:50,Foggy,Snowy,0,Street,Underpass,Cyclist involved,Motorcycle,Senior,4,3,55,9.286211433,7.969941943,561.2054472,NA,0.465104451,49,18.16315476,1,1,0
165919,Michigan,25/2/2024 6:59,Monday,1:04:33,Snowy,Dry,0,Street,Overpass,Rollover,Car,Senior,5,0,70,3.327940662,7.205691192,211.403134,4.838009163,0.742521144,19,13.66908578,1,0,0
165920,Virginia,29/1/2024 3:23,Sunday,14:59:45,Foggy,Wet,0,Street,Intersection,Head-on collision,Truck,Senior,2,1,60,0.124680359,0.832965095,638.2216695,NA,0.813278965,94,6.947734811,1,1,0
165921,Connecticut,26/1/2024 11:07,Wednesday,13:00:28,Rainy,Wet,1,Urban,T-Junction,Rear-end collision,Bicycle,Teenager,1,0,40,3.848093038,0.572615664,627.9250819,9.276129658,0.906106861,26,28.84185526,1,1,1
165922,Nevada,30/1/2024 1:10,Wednesday,3:28:29,Stormy,Snowy,1,Urban,Overpass,Head-on collision,Car,Senior,3,3,37,4.531901568,9.849024358,818.6949393,4.73610486,0.580926045,49,10.19866255,1,1,0
165923,Arkansas,31/1/2024 8:53,Thursday,13:42:51,Snowy,Muddy,1,Freeway,Overpass,Cyclist involved,Pedestrian,Senior,2,1,61,0.424840572,5.102196839,709.6190999,7.374721563,0.54227132,38,24.8332541,1,1,0
165924,Illinois,8/2/2024 6:25,Wednesday,13:04:43,Stormy,Wet,0,Street,Underpass,Rollover,Bicycle,Senior,3,0,54,6.180820501,4.821386923,329.8974667,9.167652898,0.507145308,78,18.45309943,1,1,0
165925,Kansas,1/2/2024 6:24,Thursday,19:40:55,Sunny,Muddy,1,Urban,Overpass,Head-on collision,Pedestrian,Adult,3,2,50,4.023365762,3.336432154,904.1748631,8.4380309,0.840471749,92,24.17148286,0,1,0
165926,Idaho,14/2/2024 0:13,Thursday,19:37:16,Stormy,Icy,1,Street,Overpass,Cyclist involved,Motorcycle,Adult,2,2,60,9.854361021,9.848566653,811.9455605,9.233539967,0.448503625,93,5.856897123,1,1,0
165927,Washington,11/2/2024 4:41,Sunday,3:54:15,Stormy,Dry,1,Rural,Underpass,Rollover,Motorcycle,Adult,4,3,34,7.097587988,9.503108647,822.6370148,6.000363868,0.183827877,3,27.06298847,1,0,0
165928,Illinois,15/1/2024 8:52,Sunday,0:25:04,Snowy,Icy,0,Freeway,Roundabout,Pedestrian involved,Car,Adult,3,1,61,8.563894511,2.710803678,409.0141022,6.303722728,0.296544274,40,17.80933883,1,1,0
165929,Virginia,3/1/2024 2:26,Friday,17:05:07,Stormy,Wet,1,Urban,T-Junction,Run-off-road,Pedestrian,Adult,2,3,63,0.744973149,4.787285158,749.1029911,6.19129347,0.299703353,46,19.47295205,1,1,0
165930,Missouri,7/2/2024 1:05,Wednesday,21:58:06,Sunny,Wet,0,Street,Underpass,Side collision,Motorcycle,Teenager,4,2,68,6.312354928,1.523213907,298.6459219,6.688603281,0.722423075,42,28.35825093,0,1,1
165931,Delaware,28/1/2024 22:46,Tuesday,12:04:47,Snowy,Muddy,1,Freeway,NA,Run-off-road,Pedestrian,Young Adult,4,3,69,2.796319953,6.969183725,342.7760688,8.39001597,0.752779375,38,15.8558973,1,1,1
165932,North Dakota,25/2/2024 22:46,Saturday,11:59:05,Stormy,Icy,1,Street,Overpass,Side collision,Bicycle,Teenager,5,3,30,4.698951385,6.568370003,148.0533876,6.660172469,0.613277057,42,14.33694306,1,1,1
165933,Massachusetts,26/2/2024 7:23,Saturday,21:31:36,Sunny,Icy,1,Freeway,Underpass,Run-off-road,Car,Young Adult,4,3,60,4.219461563,2.407535502,281.4798141,8.103853807,0.509418871,49,7.964613955,0,1,1
165934,Nebraska,24/2/2024 16:07,Thursday,8:07:24,Sunny,Dry,0,Street,Roundabout,Head-on collision,Pedestrian,Young Adult,2,3,36,6.410105993,3.125269129,878.9377272,3.493176387,0.548820103,76,23.6527496,0,0,1
165935,Hawaii,13/2/2024 15:32,Monday,3:19:43,Foggy,Icy,0,Highway,Roundabout,Side collision,Motorcycle,Senior,1,3,51,6.875176386,0.686011369,404.3239763,4.617630697,0.664412026,49,25.19093608,1,1,0
165936,Kansas,17/1/2024 2:57,Wednesday,12:13:21,Rainy,Dry,0,Highway,Overpass,Pedestrian involved,Bicycle,Adult,1,0,62,1.621158929,7.506973549,972.0802337,5.654460186,0.521286659,94,17.7715757,1,0,0
165937,Ohio,31/1/2024 13:23,Thursday,1:30:00,Sunny,Icy,1,Urban,Overpass,Rear-end collision,Motorcycle,Teenager,2,2,49,7.938723162,4.722864969,102.6244589,6.785657657,0.379061733,27,21.70252648,0,1,1
165938,Michigan,19/2/2024 2:32,Saturday,11:30:54,Sunny,Snowy,0,Highway,Overpass,Pedestrian involved,Pedestrian,Young Adult,2,3,67,9.421968665,7.76469596,864.1713632,8.138203182,0.461821473,70,17.7715757,0,1,1
165939,Maine,3/1/2024 2:35,Friday,11:31:38,Foggy,Dry,1,Street,Intersection,Rollover,Truck,Adult,3,1,49,8.773134294,5.349573241,678.7782857,4.333422547,0.83720404,74,13.87439686,1,0,0
165940,Wisconsin,17/2/2024 17:17,Sunday,7:12:23,Snowy,Icy,0,Highway,Overpass,Pedestrian involved,Pedestrian,Young Adult,4,2,56,5.249716239,6.154693531,490.8063822,4.799763599,0.936321803,31,28.42424788,1,1,1
165941,Nebraska,6/2/2024 22:29,Wednesday,14:17:12,Sunny,Dry,1,Rural,Underpass,Rollover,Bicycle,Senior,4,0,46,5.21781003,0.640529981,576.8343441,4.396142671,0.741753263,73,19.7197089,0,0,0
165942,Colorado,8/1/2024 2:05,Sunday,20:41:46,Snowy,Snowy,1,Freeway,Crossroads,Head-on collision,Car,Teenager,3,0,56,6.83464679,3.326822221,185.7941009,6.96964734,0.889768874,86,17.7715757,1,1,1
165943,South Dakota,4/2/2024 22:56,Tuesday,21:34:55,Stormy,Wet,0,Rural,Roundabout,Head-on collision,Motorcycle,Teenager,1,2,35,4.120846024,2.056473028,573.3829905,5.201785876,0.528328513,60,11.43244472,1,1,1
165944,South Dakota,1/1/2024 1:34,Tuesday,1:57:58,Rainy,Muddy,1,Freeway,Intersection,Cyclist involved,Truck,Teenager,1,2,50,2.856740523,2.203593335,796.5984042,4.688691236,0.951300003,35,15.45728229,1,1,1
165945,New Jersey,8/1/2024 5:41,Saturday,8:00:27,Snowy,Wet,1,Highway,Underpass,Side collision,Motorcycle,Adult,3,3,50,4.501212105,3.242496951,812.1704674,NA,0.101104759,90,17.7715757,1,1,0
165946,Louisiana,27/1/2024 10:46,Saturday,4:23:52,Foggy,Snowy,0,Rural,Underpass,Rear-end collision,Motorcycle,Adult,2,0,44,8.293687782,5.778212816,813.6259753,3.848763831,0.254935541,49,29.14810663,1,1,0
